name_part_type,year,exam_type,name_part,count,mean_total_score,median_total_score,p25_total_score,p75_total_score,max_total_score
family_name,2013,CD,Ly,136,14.2114,13.75,8.4375,19.8125,27.75
family_name,2013,CD,LÊ,257,11.5156,10.75,8.25,14.25,27.75
family_name,2013,CD,Lâm,800,12.8319,12.5,9.1875,15.75,27.5
family_name,2013,CD,Lã,100,14.2852,13.75,11.25,18.0,26.75
family_name,2013,CD,Lê,15998,13.3295,13.0,9.75,16.5,82.0
family_name,2013,CD,Lò,1397,9.6328,9.25,7.0,11.75,25.5
family_name,2013,CD,Lô,61,11.9262,11.0,7.75,17.0,23.75
family_name,2013,CD,Lù,131,9.4504,8.75,6.25,12.0,22.5
family_name,2013,CD,Lý,899,12.3987,11.75,8.75,15.5,28.25
family_name,2013,CD,Lăng,38,11.9145,11.625,9.3125,14.125,22.5
family_name,2013,CD,Lư,53,12.8585,11.75,10.0,15.25,26.5
family_name,2013,CD,Lưu,901,13.5877,13.25,9.75,16.75,29.75
family_name,2013,CD,Lương,1330,13.1024,13.0,9.75,16.0,28.25
family_name,2013,CD,Lường,437,10.1802,9.5,7.25,12.75,22.0
family_name,2013,CD,Lại,283,14.1431,13.75,10.625,17.5,28.0
family_name,2013,CD,Lầu,78,9.5128,9.25,7.0,11.5,22.5
family_name,2013,CD,Lộc,61,12.611,11.75,8.75,16.25,27.25
family_name,2013,CD,Lục,145,11.5502,11.0,8.5,14.5,23.75
family_name,2013,CD,Lữ,120,13.3583,13.0,9.6875,16.3125,25.5
family_name,2013,CD,Ma,189,10.9549,10.5,7.75,13.68,24.75
family_name,2013,CD,Mai,1721,13.3954,13.0,9.75,16.5,29.0
family_name,2013,CD,Minh,50,17.585,17.75,13.4375,20.9375,28.25
family_name,2013,CD,My,82,17.5488,17.125,14.8125,21.0,26.0
family_name,2013,CD,Mã,104,11.9639,11.5,8.75,14.3125,22.5
family_name,2013,CD,Mùa,107,8.9299,8.0,6.625,9.75,21.25
family_name,2013,CD,Mùi,47,10.8989,10.0,7.25,13.625,21.75
family_name,2013,CD,Mạc,101,13.1188,12.75,9.75,15.5,24.75
family_name,2013,CD,NGUYỄN,796,11.9689,11.25,8.75,14.5,28.0
family_name,2013,CD,NGÔ,48,12.1667,11.375,9.5,14.8125,21.5
family_name,2013,CD,Nga,140,16.0875,15.75,12.25,20.0625,28.5
family_name,2013,CD,Nghiêm,117,14.5791,14.25,11.25,17.5,27.25
family_name,2013,CD,Nguyen,100,16.84,17.0,15.0,18.25,26.5
family_name,2013,CD,Nguyễn,57771,13.4303,13.0,10.0,16.5,42.75
family_name,2013,CD,Nguyệt,30,15.4667,14.75,12.1875,18.8125,26.0
family_name,2013,CD,Ngân,95,16.4895,17.0,12.75,20.5,28.75
family_name,2013,CD,Ngô,3185,13.4395,13.0,9.75,16.75,29.5
family_name,2013,CD,Ngần,31,9.7339,9.25,7.25,12.0,19.75
family_name,2013,CD,Ngọc,183,17.1325,16.75,13.5,20.75,29.0
family_name,2013,CD,Nhung,141,16.6401,16.5,12.75,20.5,28.5
family_name,2013,CD,Nhữ,36,15.0069,14.625,10.75,19.8125,25.75
family_name,2013,CD,Ninh,85,14.1206,14.25,10.75,17.0,27.5
family_name,2013,CD,Nông,484,11.0736,10.625,8.0,13.75,23.25
family_name,2013,CD,Oanh,75,15.48,15.5,12.625,18.25,25.5
family_name,2013,CD,PHAN,68,11.9485,11.625,8.6875,14.0,26.0
family_name,2013,CD,PHẠM,176,11.3537,11.0,8.5,13.5,22.5
family_name,2013,CD,Phan,4904,13.2401,12.75,9.5,16.5,29.25
family_name,2013,CD,Phàn,39,10.109,9.5,6.25,13.5,19.75
family_name,2013,CD,Phí,70,14.5893,14.5,11.625,17.6875,23.75
family_name,2013,CD,Phùng,835,13.6031,13.5,10.0,17.0,27.75
family_name,2013,CD,Phương,286,15.7408,15.375,12.25,18.9375,28.0
family_name,2013,CD,Phượng,74,16.1554,16.5,12.5625,19.625,27.75
family_name,2013,CD,Phạm,11013,13.617,13.25,10.0,16.87,29.75
family_name,2013,CD,Quang,36,12.6597,13.25,9.4375,14.3125,21.0
family_name,2013,CD,Quàng,335,9.3,8.5,7.25,11.0,19.5
family_name,2013,CD,Quách,265,12.8349,12.5,9.5,15.75,25.5
family_name,2013,CD,Quỳnh,115,17.8891,17.25,14.25,20.75,27.75
family_name,2013,CD,Sùng,202,9.354,8.5,6.75,11.75,20.5
family_name,2013,CD,Sơn,91,11.6648,9.75,8.0,14.0,29.25
family_name,2013,CD,Sầm,30,15.3673,15.5,12.5625,19.0,22.5
family_name,2013,CD,TRƯƠNG,42,11.2083,10.25,8.0,14.75,19.0
family_name,2013,CD,TRẦN,256,12.1846,11.5,8.75,15.0,27.5
family_name,2013,CD,Thanh,62,16.2782,16.25,13.0625,19.4375,26.0
family_name,2013,CD,Thiều,59,13.1825,12.25,10.625,16.375,24.75
family_name,2013,CD,Thu,104,16.7163,17.0,12.75,20.75,27.25
family_name,2013,CD,Thuỷ,51,15.3824,14.25,11.5,18.375,28.25
family_name,2013,CD,Thành,41,13.2988,13.0,9.5,16.75,26.0
family_name,2013,CD,Thào,144,9.3785,8.75,7.25,10.8125,24.5
family_name,2013,CD,Thái,598,13.255,12.75,9.5,16.25,29.25
family_name,2013,CD,Thân,157,13.7086,13.75,10.25,16.5,27.25
family_name,2013,CD,Thúy,71,15.0493,14.75,11.75,18.0,27.25
family_name,2013,CD,Thạch,162,11.2623,10.75,8.0,13.6875,26.5
family_name,2013,CD,Thảo,209,16.8098,16.75,13.0,20.5,29.25
family_name,2013,CD,Thủy,99,15.6818,15.5,11.25,20.0,26.5
family_name,2013,CD,Tiêu,66,13.8106,13.125,9.5625,17.4375,27.75
family_name,2013,CD,Trang,513,16.7593,17.0,13.0,20.25,28.25
family_name,2013,CD,Triệu,421,11.8792,11.0,8.25,15.0,29.25
family_name,2013,CD,Trà,101,14.4629,14.5,10.25,18.5,26.0
family_name,2013,CD,Tráng,31,8.899,8.5,5.875,11.75,15.75
family_name,2013,CD,Trình,57,12.4386,11.5,9.0,15.75,26.75
family_name,2013,CD,Trương,3363,13.3074,13.0,9.75,16.5,29.25
family_name,2013,CD,Trần,17825,13.4168,13.0,9.75,16.5,35.75
family_name,2013,CD,Trịnh,1320,13.4642,13.25,10.1875,16.5,28.75
family_name,2013,CD,Tuyết,31,15.5161,15.0,11.5,19.375,27.75
family_name,2013,CD,Tâm,50,18.08,18.0,14.875,21.25,26.25
family_name,2013,CD,Tòng,224,9.5458,8.75,7.0,11.8125,20.0
family_name,2013,CD,Tô,496,13.1699,13.0,9.5,16.25,28.25
family_name,2013,CD,Tôn,125,13.634,13.0,10.25,16.75,28.75
family_name,2013,CD,Tú,37,17.1622,16.25,14.5,20.0,27.25
family_name,2013,CD,Tăng,199,13.647,13.25,9.5,17.0,26.75
family_name,2013,CD,Tạ,761,13.5782,13.0,9.75,16.5,29.75
family_name,2013,CD,Tống,292,13.756,13.25,10.0,16.5,26.25
family_name,2013,CD,Từ,164,13.6646,13.0,9.75,17.0,28.5
family_name,2013,CD,Uyên,30,16.9167,16.375,13.5625,20.875,29.25
family_name,2013,CD,Vi,310,12.6003,12.0,9.0,16.25,27.75
family_name,2013,CD,Vy,69,13.4601,13.0,9.25,16.75,26.5
family_name,2013,CD,Vàng,242,9.6126,8.75,7.0,12.0,25.25
family_name,2013,CD,Vân,99,15.8157,16.0,12.0,19.625,26.0
family_name,2013,CD,Vì,156,10.3253,10.0,7.5,12.75,21.5
family_name,2013,CD,Vòng,61,13.8361,13.75,10.5,16.0,27.5
family_name,2013,CD,Võ,5237,13.0538,12.5,9.25,16.25,30.0
family_name,2013,CD,Văn,387,13.2524,13.0,9.75,16.875,25.25
family_name,2013,CD,VŨ,30,11.6333,11.0,8.625,15.5625,21.75
family_name,2013,CD,Vũ,4023,14.028,13.75,10.5,17.25,29.5
family_name,2013,CD,Vương,502,13.7301,13.125,9.8125,17.25,28.25
family_name,2013,CD,Vế,102,12.3113,11.0,8.5,15.875,25.5
family_name,2013,CD,Vỏ,32,12.1016,10.0,8.6875,13.8125,23.75
family_name,2013,CD,Vừ,142,10.6021,9.625,7.0625,14.4375,23.5
family_name,2013,CD,Y,453,8.8615,8.25,6.5,10.5,23.75
family_name,2013,CD,Yến,145,16.4707,16.25,13.5,19.75,28.75
family_name,2013,CD,Âu,57,15.5181,14.75,10.25,20.0,26.75
family_name,2013,CD,ánh,57,17.2281,18.5,13.25,21.25,26.0
family_name,2013,CD,ĐOÀN,31,13.1774,12.75,10.0,15.75,26.75
family_name,2013,CD,Đinh,2418,12.9563,12.5,9.5,16.0,29.5
family_name,2013,CD,Điêu,59,9.8008,9.5,7.375,11.75,19.5
family_name,2013,CD,Đoàn,1848,13.5023,13.25,9.75,16.75,29.25
family_name,2013,CD,Đàm,287,13.4277,12.75,9.75,16.5,28.75
family_name,2013,CD,Đào,1552,13.7464,13.25,10.25,16.75,28.75
family_name,2013,CD,Đường,44,12.8693,12.375,9.4375,15.125,26.75
family_name,2013,CD,Đạt,31,16.5806,15.75,11.75,22.0,28.5
family_name,2013,CD,Đậu,141,14.0904,13.0,11.5,16.5,24.5
family_name,2013,CD,ĐẶNG,53,11.1887,10.5,7.75,13.25,25.25
family_name,2013,CD,Đặng,3923,13.3764,13.0,9.75,16.5,29.5
family_name,2013,CD,Đồng,200,13.38,12.5,9.75,16.5625,26.5
family_name,2013,CD,Đổ,39,12.9167,13.25,10.25,15.75,19.75
family_name,2013,CD,ĐỖ,38,10.8158,10.5,7.4375,13.375,21.75
family_name,2013,CD,Đỗ,3991,13.7445,13.5,10.25,16.75,59.25
family_name,2013,DH,A,267,8.1835,7.75,6.0,10.25,21.25
family_name,2013,DH,Alăng,80,7.9188,7.375,6.0,10.0,17.75
family_name,2013,DH,An,238,14.041,14.25,10.8125,17.75,25.75
family_name,2013,DH,Biện,239,12.3964,11.75,8.5,16.0,28.0
family_name,2013,DH,Bàn,239,11.0774,11.0,8.0,13.75,26.75
family_name,2013,DH,Bàng,40,13.5875,13.75,9.625,16.875,25.75
family_name,2013,DH,Bành,187,13.1257,12.5,9.375,16.5,26.75
family_name,2013,DH,Bá,123,10.0508,8.75,7.5,11.875,26.5
family_name,2013,DH,Bùi,33178,13.1337,12.75,9.5,16.5,42.0
family_name,2013,DH,Bạc,60,8.4167,8.0,6.5,9.3125,16.75
family_name,2013,DH,Bạch,812,13.0012,12.5,9.5,16.5,26.25
family_name,2013,DH,Bế,360,11.0611,10.25,8.0,13.5625,23.5
family_name,2013,DH,Bồ,58,13.0862,12.75,9.875,15.75,22.75
family_name,2013,DH,Ca,45,12.6611,12.5,9.25,15.75,21.5
family_name,2013,DH,Cam,72,11.8889,11.0,9.5,14.5625,24.0
family_name,2013,DH,Cao,9056,13.0027,12.75,9.5,16.5,33.5
family_name,2013,DH,Chau,138,10.6957,10.125,8.25,12.75,20.0
family_name,2013,DH,Chiêm,79,12.8038,12.75,9.125,15.25,27.25
family_name,2013,DH,Chu,4193,13.2491,13.0,9.5,16.75,30.0
family_name,2013,DH,Chung,332,12.8727,12.375,9.5,15.75,26.25
family_name,2013,DH,Châu,2501,12.5247,12.25,9.25,15.5,27.25
family_name,2013,DH,Chương,49,12.199,12.0,9.5,14.75,22.75
family_name,2013,DH,Chảo,32,10.2344,10.125,8.6875,12.0,17.75
family_name,2013,DH,Chế,236,13.2352,13.0,9.5,16.75,25.75
family_name,2013,DH,Chử,178,14.309,14.25,10.5,18.75,27.0
family_name,2013,DH,Cil,87,8.9167,8.75,7.625,10.25,15.25
family_name,2013,DH,Cung,81,14.8549,15.0,10.5,18.75,24.0
family_name,2013,DH,Cà,225,8.1311,7.75,6.25,9.25,17.5
family_name,2013,DH,Cái,109,12.1537,12.5,9.5,15.0,20.5
family_name,2013,DH,Cáp,127,12.6831,12.25,9.375,14.75,24.25
family_name,2013,DH,Cát,31,11.0403,9.5,7.0,15.125,21.0
family_name,2013,DH,Công,100,13.74,13.5,10.0,18.0625,25.75
family_name,2013,DH,Cù,487,13.306,13.0,9.875,16.5,26.75
family_name,2013,DH,Cấn,357,13.0903,12.5,9.25,17.0,29.0
family_name,2013,DH,Cầm,197,8.797,8.0,6.25,10.5,22.75
family_name,2013,DH,Cồ,40,15.0188,14.25,12.625,16.875,24.0
family_name,2013,DH,Cổ,45,12.0333,12.25,9.0,14.5,19.5
family_name,2013,DH,Danh,781,10.3944,9.75,7.5,12.5,22.75
family_name,2013,DH,Diêm,64,13.6602,13.75,10.1875,16.1875,24.0
family_name,2013,DH,Diệp,817,12.7858,12.5,9.25,16.0,27.75
family_name,2013,DH,Doãn,733,13.9209,13.5,10.25,17.5,26.25
family_name,2013,DH,Du,56,12.6116,12.375,9.625,16.3125,23.5
family_name,2013,DH,Duy,37,12.2973,12.25,9.25,14.75,21.75
family_name,2013,DH,Duơng,32,12.5391,12.875,8.6875,16.5625,25.0
family_name,2013,DH,Dư,421,13.3462,13.0,10.0,16.75,26.0
family_name,2013,DH,Dương,15872,12.9302,12.75,9.5,16.25,30.0
family_name,2013,DH,Dụng,49,10.4949,10.0,8.0,11.5,22.5
family_name,2013,DH,D−ơng,54,11.3935,11.75,8.8125,13.5,18.25
family_name,2013,DH,Giang,604,13.0828,13.0,9.5,16.25,25.75
family_name,2013,DH,Giàng,342,9.0322,8.75,6.5,11.25,23.5
family_name,2013,DH,Giáp,404,12.8577,12.75,9.9375,15.75,25.25
family_name,2013,DH,Giản,41,11.939,12.25,10.0,14.75,22.5
family_name,2013,DH,H,1628,7.8097,7.25,6.0,9.25,19.25
family_name,2013,DH,H',66,8.8636,8.375,7.5,10.25,18.25
family_name,2013,DH,Hoa,114,14.2061,14.75,11.0,16.5,24.25
family_name,2013,DH,Hoàng,33528,12.8698,12.5,9.25,16.25,29.75
family_name,2013,DH,Huỳnh,23187,12.5442,12.25,9.25,15.5,29.0
family_name,2013,DH,Hà,10269,12.6939,12.25,9.0,16.0,35.75
family_name,2013,DH,Hàn,195,13.9026,14.0,10.625,17.125,24.75
family_name,2013,DH,Hàng,122,12.3156,11.875,9.0625,15.1875,28.5
family_name,2013,DH,Hán,275,11.6936,11.25,8.25,15.0,26.5
family_name,2013,DH,Hình,37,11.277,11.25,9.0,14.0,17.0
family_name,2013,DH,Hòang,71,13.8979,14.5,10.5,17.375,23.25
family_name,2013,DH,Hùynh,155,13.5048,13.5,10.5,16.25,24.0
family_name,2013,DH,Hạ,171,12.9839,11.75,9.125,16.125,26.5
family_name,2013,DH,Hạng,49,9.8265,8.75,7.0,12.75,20.5
family_name,2013,DH,Hầu,69,11.8949,11.5,8.5,15.5,22.75
family_name,2013,DH,Hắc,38,11.8355,12.375,8.375,14.5,20.0
family_name,2013,DH,Hồ,16745,12.3466,12.0,9.0,15.75,29.0
family_name,2013,DH,Hồng,333,13.1569,13.25,9.5,16.5,26.75
family_name,2013,DH,Hờ,93,8.5027,8.25,6.25,10.75,17.0
family_name,2013,DH,Hứa,1196,12.4693,12.0,9.0,15.5,28.0
family_name,2013,DH,Hỷ,41,11.5427,12.5,8.75,15.0,18.5
family_name,2013,DH,K,113,9.9425,8.75,7.25,11.75,20.5
family_name,2013,DH,K',242,9.4277,8.75,7.5,10.75,21.25
family_name,2013,DH,Ka,435,9.7115,9.5,7.75,11.25,22.25
family_name,2013,DH,Kha,159,10.8302,10.25,8.25,13.25,24.25
family_name,2013,DH,Khiếu,94,14.1064,14.625,9.5625,18.4375,24.5
family_name,2013,DH,Khoa,30,14.1333,14.25,9.0625,19.4375,24.25
family_name,2013,DH,Khoàng,34,8.4118,8.75,7.3125,10.0,12.0
family_name,2013,DH,Khuất,487,13.3778,13.0,9.5,17.0,28.5
family_name,2013,DH,Khúc,346,13.5137,13.0,9.75,17.4375,28.0
family_name,2013,DH,Khưu,259,12.4527,12.25,9.5,15.0,23.75
family_name,2013,DH,Khương,354,13.3008,13.25,10.3125,16.5,28.0
family_name,2013,DH,Khấu,49,11.9031,11.75,10.0,13.75,21.25
family_name,2013,DH,Khổng,558,13.9695,13.875,10.0,17.5,28.5
family_name,2013,DH,Kim,827,11.8419,11.25,8.5,14.75,28.0
family_name,2013,DH,Kiên,89,10.1404,9.75,8.0,12.0,19.0
family_name,2013,DH,Kiều,1852,12.8053,12.5,9.25,16.0,27.5
family_name,2013,DH,Kon,49,8.6633,8.75,6.75,10.25,19.0
family_name,2013,DH,Kpă,122,8.1516,7.5,6.5625,9.4375,15.25
family_name,2013,DH,Kră,49,8.8367,8.25,6.75,10.25,16.0
family_name,2013,DH,Ksor,418,8.613,8.25,6.75,10.0,21.5
family_name,2013,DH,Ksơr,31,8.0806,7.75,6.5,9.75,15.25
family_name,2013,DH,Kơ,41,9.2744,9.0,7.25,10.75,16.5
family_name,2013,DH,La,1178,12.2708,11.75,9.0,15.25,27.5
family_name,2013,DH,Lai,139,13.3094,13.25,10.125,16.125,26.75
family_name,2013,DH,Lang,167,10.1198,9.75,7.25,12.25,25.5
family_name,2013,DH,Linh,80,11.8938,10.75,8.25,14.3125,22.75
family_name,2013,DH,Liên,62,12.0323,12.125,8.0625,16.4375,21.25
family_name,2013,DH,Liêng,70,9.4821,9.125,7.5,10.75,21.75
family_name,2013,DH,Liêu,288,12.4366,11.75,9.1875,15.25,25.5
family_name,2013,DH,Liễu,60,12.5458,11.25,9.25,15.75,22.0
family_name,2013,DH,Long,129,11.0388,9.75,8.0,14.25,24.25
family_name,2013,DH,Luyện,123,13.8537,14.25,9.75,17.25,25.5
family_name,2013,DH,Luân,33,10.6667,9.5,7.0,12.0,21.25
family_name,2013,DH,Ly,56,9.0848,9.0,6.6875,10.5625,19.5
family_name,2013,DH,Lành,73,10.8322,10.25,7.75,12.75,23.0
family_name,2013,DH,Lâm,5221,12.4502,12.0,9.25,15.5,27.0
family_name,2013,DH,Lã,898,13.3722,13.25,10.0,16.75,26.25
family_name,2013,DH,Lãnh,38,11.7829,11.75,9.125,13.75,19.5
family_name,2013,DH,Lèo,61,8.2541,7.0,5.5,9.75,20.5
family_name,2013,DH,Lê,103959,12.925,12.5,9.5,16.25,42.5
family_name,2013,DH,Lò,1987,8.3309,7.75,6.0,10.0,43.0
family_name,2013,DH,Lô,474,9.4763,9.0,6.75,11.75,34.0
family_name,2013,DH,Lù,198,9.3081,8.5,7.0,11.5,21.75
family_name,2013,DH,Lý,4415,12.2323,11.75,9.0,15.25,28.0
family_name,2013,DH,Lăng,286,11.5533,11.0,8.25,14.5,26.5
family_name,2013,DH,Lơ,43,9.5465,9.0,7.75,11.0,23.0
family_name,2013,DH,Lư,339,12.5959,12.0,9.0,15.25,27.5
family_name,2013,DH,Lưu,6713,13.3324,13.0,9.75,16.75,34.25
family_name,2013,DH,Lương,8553,12.8771,12.5,9.25,16.25,40.75
family_name,2013,DH,Lường,866,9.7462,8.75,6.75,12.0,27.0
family_name,2013,DH,Lượng,36,10.8125,11.125,8.75,13.6875,19.75
family_name,2013,DH,Lạc,48,12.651,12.5,10.125,15.5625,22.5
family_name,2013,DH,Lại,2051,13.5232,13.25,10.0,17.0,28.75
family_name,2013,DH,Lầu,178,8.9621,8.0,6.25,11.6875,25.75
family_name,2013,DH,Lều,49,14.3418,14.25,9.75,19.0,28.0
family_name,2013,DH,Lỗ,85,13.3294,13.0,11.0,17.0,23.5
family_name,2013,DH,Lộ,71,10.7324,9.75,8.25,13.125,26.5
family_name,2013,DH,Lộc,209,11.622,10.75,8.25,14.25,26.75
family_name,2013,DH,Lục,589,11.5688,11.0,8.25,14.75,22.75
family_name,2013,DH,Lữ,736,12.5839,12.25,9.1875,15.5,36.0
family_name,2013,DH,Lỳ,41,8.3659,8.25,7.0,11.0,15.25
family_name,2013,DH,Lỷ,30,10.3167,10.375,7.5625,13.0,23.0
family_name,2013,DH,Ma,617,10.955,10.25,7.75,14.0,25.25
family_name,2013,DH,Mai,10820,13.0524,12.75,9.5,16.3125,31.0
family_name,2013,DH,Man,42,13.0357,12.375,9.25,15.1875,27.0
family_name,2013,DH,Mang,81,11.4074,10.75,8.0,15.0,23.75
family_name,2013,DH,Mã,643,12.0268,11.5,8.75,15.25,27.75
family_name,2013,DH,Mè,46,9.0543,8.375,6.25,10.0,19.5
family_name,2013,DH,Mông,154,9.9286,9.5,7.25,12.5,23.5
family_name,2013,DH,Mùa,147,8.3588,7.5,6.0,10.0,20.25
family_name,2013,DH,Mùi,54,8.5972,7.25,6.0,9.9375,22.25
family_name,2013,DH,Mạc,798,12.7581,12.5,9.25,15.75,31.0
family_name,2013,DH,Mạch,144,12.3958,12.5,9.1875,15.25,22.25
family_name,2013,DH,Mạnh,61,12.9877,12.5,9.0,17.0,24.25
family_name,2013,DH,Mẫn,76,14.4934,13.875,10.5,18.5,25.25
family_name,2013,DH,Nay,272,8.0938,7.5,6.5,9.3125,19.75
family_name,2013,DH,Neàng,31,10.0565,8.75,7.875,11.5,17.75
family_name,2013,DH,Neáng,52,9.4327,9.625,8.0,11.3125,16.25
family_name,2013,DH,Nghiêm,980,14.1301,14.0,10.5,17.75,29.0
family_name,2013,DH,Nguyên,52,12.1587,11.5,9.25,14.625,26.5
family_name,2013,DH,Nguyễn,382058,13.0912,12.75,9.5,16.5,44.0
family_name,2013,DH,Nguỵ,98,13.1939,12.75,9.5625,17.3125,24.25
family_name,2013,DH,Ngyễn,32,12.9141,12.0,9.6875,16.0,21.25
family_name,2013,DH,Ngân,146,10.5137,9.625,7.25,12.9375,32.0
family_name,2013,DH,Ngô,21208,13.1115,12.75,9.75,16.5,34.5
family_name,2013,DH,Ngũ,60,11.4417,10.75,7.6875,15.0,21.75
family_name,2013,DH,Ngần,42,8.1131,8.125,6.625,9.5,12.0
family_name,2013,DH,Ngọ,140,13.2196,12.875,9.6875,16.3125,27.25
family_name,2013,DH,Ngọc,106,13.1297,13.25,9.3125,17.625,25.75
family_name,2013,DH,Ngụy,188,12.1848,11.75,8.75,14.75,23.75
family_name,2013,DH,Nhan,96,13.2865,12.25,9.75,15.875,23.0
family_name,2013,DH,Nhâm,144,14.1806,14.0,10.4375,18.0625,25.75
family_name,2013,DH,Nhữ,346,13.5368,13.25,10.0,16.9375,27.25
family_name,2013,DH,Ninh,599,13.6348,13.5,10.0,17.0,26.0
family_name,2013,DH,Néang,72,11.3229,11.375,9.0,13.3125,17.75
family_name,2013,DH,Nông,2370,10.7353,10.25,7.75,13.25,26.0
family_name,2013,DH,Nịnh,39,11.4936,11.0,8.25,14.75,21.5
family_name,2013,DH,Ong,81,12.7469,12.5,9.5,15.75,26.5
family_name,2013,DH,Phan,29407,12.8714,12.5,9.5,16.25,35.0
family_name,2013,DH,Phàn,39,9.3846,9.75,5.5,13.875,18.25
family_name,2013,DH,Phí,597,13.7877,13.75,9.75,17.5,27.25
family_name,2013,DH,Phó,85,12.7676,12.5,9.75,16.25,27.75
family_name,2013,DH,Phù,132,11.8636,11.0,9.0,15.25,23.5
family_name,2013,DH,Phùng,5476,13.1893,12.75,9.6875,16.5,34.5
family_name,2013,DH,Phú,96,11.9036,11.25,7.5,15.3125,27.25
family_name,2013,DH,Phương,390,12.4494,12.25,9.0625,15.75,24.0
family_name,2013,DH,Phạm,77138,13.2362,13.0,9.75,16.5,37.0
family_name,2013,DH,Pơ,45,7.4778,7.25,5.75,8.75,22.5
family_name,2013,DH,Quan,137,11.6898,11.0,8.5,14.5,25.5
family_name,2013,DH,Quang,140,11.6304,11.75,8.75,13.875,23.25
family_name,2013,DH,Quyền,42,12.744,12.875,9.375,16.1875,21.5
family_name,2013,DH,Quàng,474,8.4077,7.75,6.25,10.0,22.5
family_name,2013,DH,Quách,2015,12.9939,12.75,9.5,16.25,29.25
family_name,2013,DH,Quãng,42,11.5238,11.25,8.625,13.9375,20.25
family_name,2013,DH,Quản,193,13.4145,12.75,9.25,16.75,27.5
family_name,2013,DH,Quảng,173,10.8829,10.0,8.0,13.5,22.5
family_name,2013,DH,Rah,60,7.9125,7.125,5.9375,9.0,18.25
family_name,2013,DH,Rcom,45,7.5944,7.5,6.25,8.5,15.5
family_name,2013,DH,Rmah,54,8.1204,7.75,6.5625,9.5,13.75
family_name,2013,DH,Rô,33,8.5379,8.25,6.25,10.0,15.75
family_name,2013,DH,Rơ,218,8.3005,8.125,6.5,10.0,18.0
family_name,2013,DH,Sa,53,9.6038,8.75,6.75,11.5,19.5
family_name,2013,DH,Siu,160,8.7812,8.125,6.5,10.3125,22.0
family_name,2013,DH,Sái,66,13.7083,14.0,10.25,16.9375,22.5
family_name,2013,DH,Sùng,254,9.2933,8.75,6.5,11.75,29.0
family_name,2013,DH,Sú,41,13.4085,13.0,10.0,16.5,22.0
family_name,2013,DH,Sơn,446,11.0975,10.5,8.25,13.5,28.0
family_name,2013,DH,Sầm,230,10.5565,9.75,7.75,13.5,23.0
family_name,2013,DH,Sử,114,11.5307,10.625,8.25,14.25,23.75
family_name,2013,DH,Sỳ,48,12.3385,12.0,9.1875,15.625,24.25
family_name,2013,DH,Thang,35,13.6,13.75,9.625,16.5,22.25
family_name,2013,DH,Thi,113,12.7611,12.75,9.25,16.0,22.75
family_name,2013,DH,Thiên,60,10.3458,9.5,8.0,12.0,20.25
family_name,2013,DH,Thiều,492,13.2617,12.75,9.25,16.75,28.5
family_name,2013,DH,Thiệu,47,13.3989,13.25,10.375,16.0,23.5
family_name,2013,DH,Thành,105,11.1238,9.75,7.75,13.0,26.0
family_name,2013,DH,Thào,176,8.8438,8.25,6.5,10.5,28.5
family_name,2013,DH,Thái,3808,12.9833,12.5,9.5,16.25,28.25
family_name,2013,DH,Thân,1117,13.1186,12.75,10.0,15.75,27.0
family_name,2013,DH,Thông,57,9.9386,9.0,7.5,11.75,22.75
family_name,2013,DH,Thượng,44,13.233,13.0,10.375,16.5625,21.75
family_name,2013,DH,Thạch,1539,10.694,10.0,8.0,13.0,25.5
family_name,2013,DH,Thẩm,88,13.4943,13.125,10.25,16.3125,25.0
family_name,2013,DH,Thị,382,9.4823,9.25,7.5,11.25,21.5
family_name,2013,DH,Thịnh,35,13.0857,13.5,10.25,16.375,25.25
family_name,2013,DH,Thới,92,12.6821,13.0,9.5,15.3125,27.0
family_name,2013,DH,Tiên,39,14.9744,16.0,11.0,18.75,24.0
family_name,2013,DH,Tiêu,393,12.8149,12.25,9.5,15.25,26.25
family_name,2013,DH,Tiết,56,12.5759,11.375,9.375,15.8125,24.25
family_name,2013,DH,Tiền,40,12.1,12.125,8.5,15.125,24.5
family_name,2013,DH,Trang,372,12.8233,12.75,9.5,16.25,26.5
family_name,2013,DH,Triệu,2020,12.0834,11.5,8.6875,15.25,27.0
family_name,2013,DH,Trà,308,12.5154,12.75,9.5,15.75,24.25
family_name,2013,DH,Trác,34,14.0294,13.625,9.9375,16.125,26.25
family_name,2013,DH,Tráng,44,9.5852,8.5,6.5,11.0,19.5
family_name,2013,DH,Trình,326,12.612,12.5,9.25,15.9375,26.75
family_name,2013,DH,Trương,19851,12.805,12.5,9.5,16.0,39.0
family_name,2013,DH,Trượng,98,8.6709,8.25,6.75,9.75,17.0
family_name,2013,DH,Trầm,153,13.2141,12.75,10.0,16.5,22.75
family_name,2013,DH,Trần,115125,13.025,12.75,9.5,16.25,40.0
family_name,2013,DH,Trịnh,11257,13.1998,13.0,9.75,16.5,32.5
family_name,2013,DH,Tr−ơng,36,10.9792,11.0,8.0,14.375,17.0
family_name,2013,DH,Tài,41,10.1829,9.5,7.25,13.0,19.25
family_name,2013,DH,Tào,195,13.5372,13.25,9.625,17.25,27.0
family_name,2013,DH,Tân,54,12.6898,12.0,9.75,14.875,25.5
family_name,2013,DH,Tòng,333,8.1652,7.75,6.0,9.5,22.0
family_name,2013,DH,Tô,3426,12.8607,12.5,9.5,16.0,28.75
